text,label
Total: $11.26,TOTAL
streaming entertainment movie #6431 $11.26,ITEM
Thank you for your purchase!,O
Receipt #: 86314,O
Subway,STORE
Date: 2025-04-05,DATE
Total: $576.53,TOTAL
takeout restaurant $576.53,ITEM
Thank you for your purchase!,O
Receipt #: 22749,O
Electric Company,STORE
Date: 2025-04-06,DATE
Total: $444.61,TOTAL
payment monthly bill $444.61,ITEM
Thank you for your purchase!,O
Receipt #: 18467,O
Trader Joes,STORE
Date: 2025-04-15,DATE
Total: $195.16,TOTAL
food $195.16,ITEM
Thank you for your purchase!,O
Receipt #: 68797,O
Electric Company,STORE
Date: 2025-04-03,DATE
Total: $382.52,TOTAL
payment utility $382.52,ITEM
Thank you for your purchase!,O
Receipt #: 93960,O
Kroger,STORE
Date: 2025-04-12,DATE
Total: $108.69,TOTAL
dairy meat groceries $108.69,ITEM
Thank you for your purchase!,O
Receipt #: 98969,O
Spotify,STORE
Date: 2025-04-18,DATE
Total: $38.51,TOTAL
entertainment movie $38.51,ITEM
Thank you for your purchase!,O
Receipt #: 76402,O
Unknown Vendor,STORE
Date: 2025-04-11,DATE
Total: $560.28,TOTAL
misc general $560.28,ITEM
Thank you for your purchase!,O
Receipt #: 56103,O
Local Restaurant,STORE
Date: 2025-04-17,DATE
Total: $627.39,TOTAL
dinner lunch $627.39,ITEM
Thank you for your purchase!,O
Receipt #: 58601,O
Trader Joes,STORE
Date: 2025-03-31,DATE
Total: $109.89,TOTAL
meat $109.89,ITEM
Thank you for your purchase!,O
Receipt #: 52774,O
AMC Theaters,STORE
Date: 2025-04-05,DATE
Total: $13.01,TOTAL
game streaming music $13.01,ITEM
Thank you for your purchase!,O
Receipt #: 77135,O
Netflix,STORE
Date: 2025-04-04,DATE
Total: $22.52,TOTAL
movie $22.52,ITEM
Thank you for your purchase!,O
Receipt #: 92756,O
Amazon,STORE
Date: 2025-03-28,DATE
Total: $159.82,TOTAL
purchase $159.82,ITEM
Thank you for your purchase!,O
Receipt #: 24385,O
Water Service,STORE
Date: 2025-04-04,DATE
Total: $135.64,TOTAL
monthly payment $135.64,ITEM
Thank you for your purchase!,O
Receipt #: 91022,O
Lyft,STORE
Date: 2025-04-16,DATE
Total: $78.78,TOTAL
transportation $78.78,ITEM
Thank you for your purchase!,O
Receipt #: 61176,O
Trader Joes,STORE
Date: 2025-04-04,DATE
Total: $83.48,TOTAL
bread food meat #3194 $83.48,ITEM
Thank you for your purchase!,O
Receipt #: 25985,O
Pizza Hut,STORE
Date: 2025-04-20,DATE
Total: $880.47,TOTAL
meal restaurant lunch $880.47,ITEM
Thank you for your purchase!,O
Receipt #: 73053,O
Electric Company,STORE
Date: 2025-04-08,DATE
Total: $805.82,TOTAL
service monthly bill $805.82,ITEM
Thank you for your purchase!,O
Receipt #: 31911,O
Whole Foods,STORE
Date: 2025-04-14,DATE
Total: $66.14,TOTAL
meat bread $66.14,ITEM
Thank you for your purchase!,O
Receipt #: 25716,O
Local Restaurant,STORE
Date: 2025-04-06,DATE
Total: $259.47,TOTAL
dinner lunch meal #3846 $259.47,ITEM
Thank you for your purchase!,O
Receipt #: 64923,O
Shell,STORE
Date: 2025-03-26,DATE
Total: $37.84,TOTAL
fuel $37.84,ITEM
Thank you for your purchase!,O
Receipt #: 61961,O
Local Clinic,STORE
Date: 2025-03-30,DATE
Total: $417.34,TOTAL
medicine medical $417.34,ITEM
Thank you for your purchase!,O
Receipt #: 41608,O
Water Service,STORE
Date: 2025-04-04,DATE
Total: $609.00,TOTAL
utility service monthly $609.00,ITEM
Thank you for your purchase!,O
Receipt #: 37026,O
McDonalds,STORE
Date: 2025-04-10,DATE
Total: $786.60,TOTAL
delivery meal $786.60,ITEM
Thank you for your purchase!,O
Receipt #: 46047,O
Lyft,STORE
Date: 2025-04-04,DATE
Total: $73.96,TOTAL
transportation #5620 $73.96,ITEM
Thank you for your purchase!,O
Receipt #: 34559,O
Target,STORE
Date: 2025-04-13,DATE
Total: $219.71,TOTAL
purchase accessories shoes $219.71,ITEM
Thank you for your purchase!,O
Receipt #: 44017,O
Xbox,STORE
Date: 2025-03-24,DATE
Total: $21.61,TOTAL
movie music entertainment #3161 $21.61,ITEM
Thank you for your purchase!,O
Receipt #: 91055,O
McDonalds,STORE
Date: 2025-04-06,DATE
Total: $58.93,TOTAL
restaurant dinner delivery $58.93,ITEM
Thank you for your purchase!,O
Receipt #: 10382,O
Chipotle,STORE
Date: 2025-04-08,DATE
Total: $277.70,TOTAL
delivery dinner lunch $277.70,ITEM
Thank you for your purchase!,O
Receipt #: 88666,O
Amazon,STORE
Date: 2025-04-06,DATE
Total: $236.13,TOTAL
accessories $236.13,ITEM
Thank you for your purchase!,O
Receipt #: 49924,O
Various Services,STORE
Date: 2025-04-17,DATE
Total: $762.39,TOTAL
general $762.39,ITEM
Thank you for your purchase!,O
Receipt #: 32327,O
CVS,STORE
Date: 2025-04-04,DATE
Total: $349.59,TOTAL
medical doctor prescription #4507 $349.59,ITEM
Thank you for your purchase!,O
Receipt #: 19136,O
Target,STORE
Date: 2025-04-17,DATE
Total: $260.30,TOTAL
purchase electronics $260.30,ITEM
Thank you for your purchase!,O
Receipt #: 49208,O
Miscellaneous,STORE
Date: 2025-04-06,DATE
Total: $272.28,TOTAL
misc #1296 $272.28,ITEM
Thank you for your purchase!,O
Receipt #: 80484,O
Walgreens,STORE
Date: 2025-04-01,DATE
Total: $188.97,TOTAL
prescription #1504 $188.97,ITEM
Thank you for your purchase!,O
Receipt #: 61933,O
Local Clinic,STORE
Date: 2025-03-28,DATE
Total: $315.08,TOTAL
doctor prescription medicine $315.08,ITEM
Thank you for your purchase!,O
Receipt #: 47810,O
Uber,STORE
Date: 2025-04-16,DATE
Total: $43.36,TOTAL
ride taxi fuel #6522 $43.36,ITEM
Thank you for your purchase!,O
Receipt #: 77529,O
Amazon,STORE
Date: 2025-04-05,DATE
Total: $175.39,TOTAL
accessories #5955 $175.39,ITEM
Thank you for your purchase!,O
Receipt #: 72970,O
Quest Diagnostics,STORE
Date: 2025-04-19,DATE
Total: $497.96,TOTAL
doctor medical prescription $497.96,ITEM
Thank you for your purchase!,O
Receipt #: 11568,O
Nike,STORE
Date: 2025-03-28,DATE
Total: $69.77,TOTAL
electronics shoes purchase #9341 $69.77,ITEM
Thank you for your purchase!,O
Receipt #: 97306,O
McDonalds,STORE
Date: 2025-04-02,DATE
Total: $120.06,TOTAL
restaurant $120.06,ITEM
Thank you for your purchase!,O
Receipt #: 25938,O
Target,STORE
Date: 2025-04-01,DATE
Total: $228.22,TOTAL
electronics #8299 $228.22,ITEM
Thank you for your purchase!,O
Receipt #: 91075,O
Trader Joes,STORE
Date: 2025-04-10,DATE
Total: $104.47,TOTAL
dairy $104.47,ITEM
Thank you for your purchase!,O
Receipt #: 97014,O
Water Service,STORE
Date: 2025-04-21,DATE
Total: $471.00,TOTAL
bill utility $471.00,ITEM
Thank you for your purchase!,O
Receipt #: 80324,O
Various Services,STORE
Date: 2025-04-20,DATE
Total: $931.06,TOTAL
other general $931.06,ITEM
Thank you for your purchase!,O
Receipt #: 50638,O
Steam,STORE
Date: 2025-04-03,DATE
Total: $41.23,TOTAL
game entertainment streaming #2391 $41.23,ITEM
Thank you for your purchase!,O
Receipt #: 62673,O
Safeway,STORE
Date: 2025-04-17,DATE
Total: $115.85,TOTAL
meat produce $115.85,ITEM
Thank you for your purchase!,O
Receipt #: 49890,O
Best Buy,STORE
Date: 2025-04-14,DATE
Total: $159.29,TOTAL
electronics purchase $159.29,ITEM
Thank you for your purchase!,O
Receipt #: 56724,O
Unknown Vendor,STORE
Date: 2025-03-24,DATE
Total: $227.18,TOTAL
general other $227.18,ITEM
Thank you for your purchase!,O
Receipt #: 40805,O
Pizza Hut,STORE
Date: 2025-03-28,DATE
Total: $37.10,TOTAL
restaurant lunch $37.10,ITEM
Thank you for your purchase!,O
Receipt #: 11375,O
Whole Foods,STORE
Date: 2025-04-19,DATE
Total: $172.81,TOTAL
dairy produce $172.81,ITEM
Thank you for your purchase!,O
Receipt #: 57753,O
AT&T,STORE
Date: 2025-04-09,DATE
Total: $50.70,TOTAL
monthly $50.70,ITEM
Thank you for your purchase!,O
Receipt #: 22169,O
Uber,STORE
Date: 2025-03-27,DATE
Total: $75.21,TOTAL
taxi gas fuel $75.21,ITEM
Thank you for your purchase!,O
Receipt #: 85377,O
McDonalds,STORE
Date: 2025-04-04,DATE
Total: $823.92,TOTAL
lunch $823.92,ITEM
Thank you for your purchase!,O
Receipt #: 55072,O
Various Services,STORE
Date: 2025-04-10,DATE
Total: $594.48,TOTAL
general $594.48,ITEM
Thank you for your purchase!,O
Receipt #: 96432,O
Walgreens,STORE
Date: 2025-04-15,DATE
Total: $175.32,TOTAL
health medicine $175.32,ITEM
Thank you for your purchase!,O
Receipt #: 64957,O
Amazon,STORE
Date: 2025-04-13,DATE
Total: $178.89,TOTAL
electronics shoes $178.89,ITEM
Thank you for your purchase!,O
Receipt #: 71168,O
Unknown Vendor,STORE
Date: 2025-04-19,DATE
Total: $949.98,TOTAL
other $949.98,ITEM
Thank you for your purchase!,O
Receipt #: 68745,O
Quest Diagnostics,STORE
Date: 2025-04-03,DATE
Total: $295.74,TOTAL
doctor medical $295.74,ITEM
Thank you for your purchase!,O
Receipt #: 99798,O
Unknown Vendor,STORE
Date: 2025-03-26,DATE
Total: $432.31,TOTAL
general $432.31,ITEM
Thank you for your purchase!,O
Receipt #: 43474,O
Unknown Vendor,STORE
Date: 2025-03-25,DATE
Total: $212.52,TOTAL
misc service $212.52,ITEM
Thank you for your purchase!,O
Receipt #: 37729,O
Uber,STORE
Date: 2025-04-19,DATE
Total: $20.79,TOTAL
transportation $20.79,ITEM
Thank you for your purchase!,O
Receipt #: 17269,O
Spotify,STORE
Date: 2025-04-18,DATE
Total: $16.46,TOTAL
music #6212 $16.46,ITEM
Thank you for your purchase!,O
Receipt #: 56802,O
Various Services,STORE
Date: 2025-04-19,DATE
Total: $698.33,TOTAL
general service #1233 $698.33,ITEM
Thank you for your purchase!,O
Receipt #: 68676,O
CVS,STORE
Date: 2025-03-26,DATE
Total: $297.58,TOTAL
doctor medical medicine #9900 $297.58,ITEM
Thank you for your purchase!,O
Receipt #: 52009,O
Steam,STORE
Date: 2025-03-30,DATE
Total: $44.64,TOTAL
movie streaming entertainment $44.64,ITEM
Thank you for your purchase!,O
Receipt #: 87897,O
Xbox,STORE
Date: 2025-03-26,DATE
Total: $40.27,TOTAL
movie #5900 $40.27,ITEM
Thank you for your purchase!,O
Receipt #: 77834,O
Electric Company,STORE
Date: 2025-04-04,DATE
Total: $738.79,TOTAL
monthly bill utility $738.79,ITEM
Thank you for your purchase!,O
Receipt #: 94429,O
Lyft,STORE
Date: 2025-04-18,DATE
Total: $12.93,TOTAL
transportation ride gas $12.93,ITEM
Thank you for your purchase!,O
Receipt #: 75655,O
BP,STORE
Date: 2025-04-20,DATE
Total: $51.43,TOTAL
gas $51.43,ITEM
Thank you for your purchase!,O
Receipt #: 38245,O
Pizza Hut,STORE
Date: 2025-04-10,DATE
Total: $686.34,TOTAL
restaurant meal $686.34,ITEM
Thank you for your purchase!,O
Receipt #: 87439,O
Steam,STORE
Date: 2025-04-05,DATE
Total: $27.23,TOTAL
streaming movie #5097 $27.23,ITEM
Thank you for your purchase!,O
Receipt #: 35371,O
Quest Diagnostics,STORE
Date: 2025-04-20,DATE
Total: $343.10,TOTAL
prescription medical doctor #1886 $343.10,ITEM
Thank you for your purchase!,O
Receipt #: 14033,O
Electric Company,STORE
Date: 2025-03-25,DATE
Total: $283.59,TOTAL
payment utility bill $283.59,ITEM
Thank you for your purchase!,O
Receipt #: 43003,O
Various Services,STORE
Date: 2025-03-23,DATE
Total: $818.16,TOTAL
service payment misc $818.16,ITEM
Thank you for your purchase!,O
Receipt #: 22591,O
AMC Theaters,STORE
Date: 2025-04-07,DATE
Total: $35.03,TOTAL
game entertainment movie $35.03,ITEM
Thank you for your purchase!,O
Receipt #: 61342,O
Pizza Hut,STORE
Date: 2025-04-05,DATE
Total: $715.07,TOTAL
meal #9341 $715.07,ITEM
Thank you for your purchase!,O
Receipt #: 79072,O
Unknown Vendor,STORE
Date: 2025-04-04,DATE
Total: $512.70,TOTAL
payment service $512.70,ITEM
Thank you for your purchase!,O
Receipt #: 18201,O
Subway,STORE
Date: 2025-03-30,DATE
Total: $113.66,TOTAL
dinner lunch meal #3976 $113.66,ITEM
Thank you for your purchase!,O
Receipt #: 80570,O
Subway,STORE
Date: 2025-03-31,DATE
Total: $540.79,TOTAL
lunch $540.79,ITEM
Thank you for your purchase!,O
Receipt #: 72608,O
Xbox,STORE
Date: 2025-03-31,DATE
Total: $27.18,TOTAL
entertainment music $27.18,ITEM
Thank you for your purchase!,O
Receipt #: 83847,O
Various Services,STORE
Date: 2025-04-07,DATE
Total: $675.95,TOTAL
service general $675.95,ITEM
Thank you for your purchase!,O
Receipt #: 55877,O
Kroger,STORE
Date: 2025-03-30,DATE
Total: $82.23,TOTAL
food $82.23,ITEM
Thank you for your purchase!,O
Receipt #: 44990,O
Trader Joes,STORE
Date: 2025-03-26,DATE
Total: $148.70,TOTAL
dairy produce $148.70,ITEM
Thank you for your purchase!,O
Receipt #: 17679,O
Whole Foods,STORE
Date: 2025-04-06,DATE
Total: $122.38,TOTAL
groceries produce $122.38,ITEM
Thank you for your purchase!,O
Receipt #: 18577,O
Walgreens,STORE
Date: 2025-04-12,DATE
Total: $32.00,TOTAL
medical medicine #3891 $32.00,ITEM
Thank you for your purchase!,O
Receipt #: 76778,O
Miscellaneous,STORE
Date: 2025-04-01,DATE
Total: $127.25,TOTAL
other $127.25,ITEM
Thank you for your purchase!,O
Receipt #: 92842,O
Shell,STORE
Date: 2025-04-10,DATE
Total: $53.05,TOTAL
fuel taxi $53.05,ITEM
Thank you for your purchase!,O
Receipt #: 86105,O
Quest Diagnostics,STORE
Date: 2025-03-28,DATE
Total: $190.42,TOTAL
medical $190.42,ITEM
Thank you for your purchase!,O
Receipt #: 88104,O
BP,STORE
Date: 2025-04-01,DATE
Total: $62.19,TOTAL
fuel $62.19,ITEM
Thank you for your purchase!,O
Receipt #: 61009,O
Best Buy,STORE
Date: 2025-04-18,DATE
Total: $238.00,TOTAL
accessories shoes #5407 $238.00,ITEM
Thank you for your purchase!,O
Receipt #: 28213,O
AT&T,STORE
Date: 2025-04-05,DATE
Total: $261.28,TOTAL
payment #7588 $261.28,ITEM
Thank you for your purchase!,O
Receipt #: 56255,O
Amazon,STORE
Date: 2025-04-05,DATE
Total: $173.59,TOTAL
shoes #4521 $173.59,ITEM
Thank you for your purchase!,O
Receipt #: 76988,O
Walgreens,STORE
Date: 2025-04-08,DATE
Total: $188.23,TOTAL
doctor $188.23,ITEM
Thank you for your purchase!,O
Receipt #: 78161,O
Uber,STORE
Date: 2025-04-07,DATE
Total: $49.19,TOTAL
gas #3526 $49.19,ITEM
Thank you for your purchase!,O
Receipt #: 14944,O
Walgreens,STORE
Date: 2025-04-13,DATE
Total: $172.06,TOTAL
health prescription #3996 $172.06,ITEM
Thank you for your purchase!,O
Receipt #: 28018,O
Trader Joes,STORE
Date: 2025-04-18,DATE
Total: $145.98,TOTAL
dairy produce bread #3427 $145.98,ITEM
Thank you for your purchase!,O
Receipt #: 18675,O
Kroger,STORE
Date: 2025-03-23,DATE
Total: $28.91,TOTAL
meat produce #8611 $28.91,ITEM
Thank you for your purchase!,O
Receipt #: 54686,O
Uber,STORE
Date: 2025-04-10,DATE
Total: $28.01,TOTAL
transportation gas #8207 $28.01,ITEM
Thank you for your purchase!,O
Receipt #: 56906,O
Pizza Hut,STORE
Date: 2025-03-31,DATE
Total: $973.32,TOTAL
restaurant dinner delivery #5606 $973.32,ITEM
Thank you for your purchase!,O
Receipt #: 41577,O
Local Clinic,STORE
Date: 2025-03-28,DATE
Total: $222.77,TOTAL
prescription #2512 $222.77,ITEM
Thank you for your purchase!,O
Receipt #: 31381,O
AT&T,STORE
Date: 2025-04-17,DATE
Total: $952.62,TOTAL
bill service $952.62,ITEM
Thank you for your purchase!,O
Receipt #: 99961,O
Trader Joes,STORE
Date: 2025-04-02,DATE
Total: $108.38,TOTAL
groceries meat produce $108.38,ITEM
Thank you for your purchase!,O
Receipt #: 29354,O
Metro,STORE
Date: 2025-04-11,DATE
Total: $19.91,TOTAL
transportation $19.91,ITEM
Thank you for your purchase!,O
Receipt #: 85237,O
Pizza Hut,STORE
Date: 2025-04-21,DATE
Total: $251.88,TOTAL
takeout lunch restaurant $251.88,ITEM
Thank you for your purchase!,O
Receipt #: 65150,O
Verizon,STORE
Date: 2025-03-23,DATE
Total: $537.03,TOTAL
utility payment service $537.03,ITEM
Thank you for your purchase!,O
Receipt #: 19540,O
Unknown Vendor,STORE
Date: 2025-03-23,DATE
Total: $909.14,TOTAL
payment $909.14,ITEM
Thank you for your purchase!,O
Receipt #: 55457,O
Quest Diagnostics,STORE
Date: 2025-04-18,DATE
Total: $38.80,TOTAL
medical medicine prescription #6357 $38.80,ITEM
Thank you for your purchase!,O
Receipt #: 71946,O
Miscellaneous,STORE
Date: 2025-04-06,DATE
Total: $418.53,TOTAL
service payment $418.53,ITEM
Thank you for your purchase!,O
Receipt #: 57686,O
Whole Foods,STORE
Date: 2025-04-14,DATE
Total: $36.82,TOTAL
meat bread $36.82,ITEM
Thank you for your purchase!,O
Receipt #: 11633,O
Spotify,STORE
Date: 2025-03-29,DATE
Total: $41.23,TOTAL
game entertainment streaming $41.23,ITEM
Thank you for your purchase!,O
Receipt #: 62117,O
Pizza Hut,STORE
Date: 2025-03-24,DATE
Total: $840.37,TOTAL
takeout delivery $840.37,ITEM
Thank you for your purchase!,O
Receipt #: 59755,O
Subway,STORE
Date: 2025-04-04,DATE
Total: $886.59,TOTAL
takeout $886.59,ITEM
Thank you for your purchase!,O
Receipt #: 76271,O
Miscellaneous,STORE
Date: 2025-04-11,DATE
Total: $73.33,TOTAL
payment #2502 $73.33,ITEM
Thank you for your purchase!,O
Receipt #: 14077,O
Local Restaurant,STORE
Date: 2025-04-07,DATE
Total: $610.95,TOTAL
restaurant lunch $610.95,ITEM
Thank you for your purchase!,O
Receipt #: 87968,O
Unknown Vendor,STORE
Date: 2025-04-17,DATE
Total: $254.06,TOTAL
general $254.06,ITEM
Thank you for your purchase!,O
Receipt #: 56018,O
McDonalds,STORE
Date: 2025-03-25,DATE
Total: $523.78,TOTAL
lunch delivery $523.78,ITEM
Thank you for your purchase!,O
Receipt #: 64837,O
Unknown Vendor,STORE
Date: 2025-04-15,DATE
Total: $706.66,TOTAL
service misc payment #7788 $706.66,ITEM
Thank you for your purchase!,O
Receipt #: 51758,O
Walgreens,STORE
Date: 2025-03-26,DATE
Total: $58.30,TOTAL
doctor health medical #2952 $58.30,ITEM
Thank you for your purchase!,O
Receipt #: 79588,O
McDonalds,STORE
Date: 2025-03-25,DATE
Total: $557.57,TOTAL
lunch takeout $557.57,ITEM
Thank you for your purchase!,O
Receipt #: 92619,O
AT&T,STORE
Date: 2025-04-03,DATE
Total: $88.41,TOTAL
monthly $88.41,ITEM
Thank you for your purchase!,O
Receipt #: 93067,O
Uber,STORE
Date: 2025-04-10,DATE
Total: $34.02,TOTAL
ride $34.02,ITEM
Thank you for your purchase!,O
Receipt #: 89100,O
Chipotle,STORE
Date: 2025-04-05,DATE
Total: $785.74,TOTAL
dinner delivery $785.74,ITEM
Thank you for your purchase!,O
Receipt #: 79527,O
Walmart,STORE
Date: 2025-03-31,DATE
Total: $46.14,TOTAL
food produce dairy #9175 $46.14,ITEM
Thank you for your purchase!,O
Receipt #: 18548,O
Miscellaneous,STORE
Date: 2025-04-04,DATE
Total: $274.36,TOTAL
payment misc service $274.36,ITEM
Thank you for your purchase!,O
Receipt #: 62786,O
Electric Company,STORE
Date: 2025-04-18,DATE
Total: $501.52,TOTAL
utility service monthly #7788 $501.52,ITEM
Thank you for your purchase!,O
Receipt #: 78229,O
Nike,STORE
Date: 2025-04-20,DATE
Total: $122.21,TOTAL
clothes electronics $122.21,ITEM
Thank you for your purchase!,O
Receipt #: 82566,O
Verizon,STORE
Date: 2025-04-15,DATE
Total: $295.78,TOTAL
monthly bill utility $295.78,ITEM
Thank you for your purchase!,O
Receipt #: 51677,O
Subway,STORE
Date: 2025-04-17,DATE
Total: $655.22,TOTAL
takeout #6118 $655.22,ITEM
Thank you for your purchase!,O
Receipt #: 11624,O
Electric Company,STORE
Date: 2025-04-11,DATE
Total: $56.82,TOTAL
payment #3771 $56.82,ITEM
Thank you for your purchase!,O
Receipt #: 86540,O
Miscellaneous,STORE
Date: 2025-04-02,DATE
Total: $605.89,TOTAL
general misc $605.89,ITEM
Thank you for your purchase!,O
Receipt #: 13633,O
Metro,STORE
Date: 2025-04-10,DATE
Total: $9.49,TOTAL
transportation #1318 $9.49,ITEM
Thank you for your purchase!,O
Receipt #: 94308,O
Various Services,STORE
Date: 2025-04-09,DATE
Total: $425.23,TOTAL
service general $425.23,ITEM
Thank you for your purchase!,O
Receipt #: 67449,O
Verizon,STORE
Date: 2025-03-31,DATE
Total: $498.02,TOTAL
monthly service bill $498.02,ITEM
Thank you for your purchase!,O
Receipt #: 82074,O
Uber,STORE
Date: 2025-04-12,DATE
Total: $10.11,TOTAL
ride #9265 $10.11,ITEM
Thank you for your purchase!,O
Receipt #: 32237,O
Verizon,STORE
Date: 2025-03-23,DATE
Total: $875.24,TOTAL
utility bill #1226 $875.24,ITEM
Thank you for your purchase!,O
Receipt #: 15220,O
Uber,STORE
Date: 2025-04-17,DATE
Total: $72.03,TOTAL
gas transportation transit $72.03,ITEM
Thank you for your purchase!,O
Receipt #: 18152,O
Miscellaneous,STORE
Date: 2025-03-30,DATE
Total: $763.26,TOTAL
misc $763.26,ITEM
Thank you for your purchase!,O
Receipt #: 46550,O
Netflix,STORE
Date: 2025-04-09,DATE
Total: $21.66,TOTAL
entertainment game #6488 $21.66,ITEM
Thank you for your purchase!,O
Receipt #: 17693,O
Subway,STORE
Date: 2025-04-15,DATE
Total: $324.99,TOTAL
dinner takeout $324.99,ITEM
Thank you for your purchase!,O
Receipt #: 66943,O
Amazon,STORE
Date: 2025-03-26,DATE
Total: $135.20,TOTAL
electronics $135.20,ITEM
Thank you for your purchase!,O
Receipt #: 10433,O
BP,STORE
Date: 2025-04-20,DATE
Total: $49.17,TOTAL
fuel #7190 $49.17,ITEM
Thank you for your purchase!,O
Receipt #: 72898,O
Local Restaurant,STORE
Date: 2025-03-31,DATE
Total: $33.31,TOTAL
meal delivery lunch #3408 $33.31,ITEM
Thank you for your purchase!,O
Receipt #: 13246,O
Local Restaurant,STORE
Date: 2025-03-26,DATE
Total: $191.09,TOTAL
meal restaurant $191.09,ITEM
Thank you for your purchase!,O
Receipt #: 83918,O
McDonalds,STORE
Date: 2025-04-02,DATE
Total: $74.16,TOTAL
dinner delivery $74.16,ITEM
Thank you for your purchase!,O
Receipt #: 75628,O
Metro,STORE
Date: 2025-03-25,DATE
Total: $49.00,TOTAL
ride fuel transit #8250 $49.00,ITEM
Thank you for your purchase!,O
Receipt #: 35944,O
Electric Company,STORE
Date: 2025-04-08,DATE
Total: $559.58,TOTAL
payment bill service $559.58,ITEM
Thank you for your purchase!,O
Receipt #: 71862,O
Walgreens,STORE
Date: 2025-03-23,DATE
Total: $360.87,TOTAL
medical health medicine $360.87,ITEM
Thank you for your purchase!,O
Receipt #: 51956,O
Trader Joes,STORE
Date: 2025-04-10,DATE
Total: $20.09,TOTAL
